From	To	Species	Gene Name
28971	AAMDC	Homo sapiens	adipogenesis associated Mth938 domain containing(AAMDC)
53944	CSNK1G1	Homo sapiens	casein kinase 1 gamma 1(CSNK1G1)
53947	A4GALT	Homo sapiens	alpha 1,4-galactosyltransferase(A4GALT)
3093	UBE2K	Homo sapiens	ubiquitin conjugating enzyme E2 K(UBE2K)
3092	HIP1	Homo sapiens	huntingtin interacting protein 1(HIP1)
389072	PLEKHM3	Homo sapiens	pleckstrin homology domain containing M3(PLEKHM3)
3091	HIF1A	Homo sapiens	hypoxia inducible factor 1 alpha subunit(HIF1A)
3090	HIC1	Homo sapiens	HIC ZBTB transcriptional repressor 1(HIC1)
222642	TSPO2	Homo sapiens	translocator protein 2(TSPO2)
28987	NOB1	Homo sapiens	NIN1/PSMD8 binding protein 1 homolog(NOB1)
222643	UNC5CL	Homo sapiens	unc-5 family C-terminal like(UNC5CL)
64600	PLA2G2F	Homo sapiens	phospholipase A2 group IIF(PLA2G2F)
28985	MCTS1	Homo sapiens	MCTS1, re-initiation and release factor(MCTS1)
28986	MAGEH1	Homo sapiens	MAGE family member H1(MAGEH1)
3097	HIVEP2	Homo sapiens	human immunodeficiency virus type I enhancer binding protein 2(HIVEP2)
3096	hivep1	Homo sapiens	human immunodeficiency virus type I enhancer binding protein 1(HIVEP1)
28989	NTMT1	Homo sapiens	N-terminal Xaa-Pro-Lys N-methyltransferase 1(NTMT1)
3094	HINT1	Homo sapiens	histidine triad nucleotide binding protein 1(HINT1)
143630	UBQLNL	Homo sapiens	ubiquilin-like(UBQLNL)
28983	TMPRSS11E	Homo sapiens	transmembrane protease, serine 11E(TMPRSS11E)
28984	RGCC	Homo sapiens	regulator of cell cycle(RGCC)
28982	FLVCR1	Homo sapiens	feline leukemia virus subgroup C cellular receptor 1(FLVCR1)
129303	TMEM150A	Homo sapiens	transmembrane protein 150A(TMEM150A)
131669	UROC1	Homo sapiens	urocanate hydratase 1(UROC1)
390059	OR51M1	Homo sapiens	olfactory receptor family 51 subfamily M member 1(OR51M1)
28958	COA3	Homo sapiens	cytochrome c oxidase assembly factor 3(COA3)
28959	TMEM176B	Homo sapiens	transmembrane protein 176B(TMEM176B)
28956	LAMTOR2	Homo sapiens	late endosomal/lysosomal adaptor, MAPK and MTOR activator 2(LAMTOR2)
28957	MRPS28	Homo sapiens	mitochondrial ribosomal protein S28(MRPS28)
51300	TIMMDC1	Homo sapiens	translocase of inner mitochondrial membrane domain containing 1(TIMMDC1)
51302	CYP39A1	Homo sapiens	cytochrome P450 family 39 subfamily A member 1(CYP39A1)
89910	UBE3B	Homo sapiens	ubiquitin protein ligase E3B(UBE3B)
51304	ZDHHC3	Homo sapiens	zinc finger DHHC-type containing 3(ZDHHC3)
51306	FAM13B	Homo sapiens	family with sequence similarity 13 member B(FAM13B)
51305	KCNK9	Homo sapiens	potassium two pore domain channel subfamily K member 9(KCNK9)
51308	REEP2	Homo sapiens	receptor accessory protein 2(REEP2)
51307	fam53c	Homo sapiens	family with sequence similarity 53 member C(FAM53C)
130340	AP1S3	Homo sapiens	adaptor related protein complex 1 sigma 3 subunit(AP1S3)
390064	OR51I2	Homo sapiens	olfactory receptor family 51 subfamily I member 2(OR51I2)
220001	VWCE	Homo sapiens	von Willebrand factor C and EGF domains(VWCE)
28965	SLC27A6	Homo sapiens	solute carrier family 27 member 6(SLC27A6)
26301	GBGT1	Homo sapiens	globoside alpha-1,3-N-acetylgalactosaminyltransferase 1(GBGT1)
222662	LHFPL5	Homo sapiens	lipoma HMGIC fusion partner-like 5(LHFPL5)
401265	KLHL31	Homo sapiens	kelch like family member 31(KLHL31)
222663	scube3	Homo sapiens	signal peptide, CUB domain and EGF like domain containing 3(SCUBE3)
28964	GIT1	Homo sapiens	GIT ArfGAP 1(GIT1)
221336	BEND6	Homo sapiens	BEN domain containing 6(BEND6)
93166	PRDM6	Homo sapiens	PR/SET domain 6(PRDM6)
28968	SLC6A16	Homo sapiens	solute carrier family 6 member 16(SLC6A16)
337970	KRTAP19-3	Homo sapiens	keratin associated protein 19-3(KRTAP19-3)
28962	OSTM1	Homo sapiens	osteopetrosis associated transmembrane protein 1(OSTM1)
51311	TLR8	Homo sapiens	toll like receptor 8(TLR8)
28960	DCPS	Homo sapiens	decapping enzyme, scavenger(DCPS)
51312	SLC25A37	Homo sapiens	solute carrier family 25 member 37(SLC25A37)
51314	nme8	Homo sapiens	NME/NM23 family member 8(NME8)
51317	PHF21A	Homo sapiens	PHD finger protein 21A(PHF21A)
51316	PLAC8	Homo sapiens	placenta specific 8(PLAC8)
51319	RSRC1	Homo sapiens	arginine and serine rich coiled-coil 1(RSRC1)
51318	MRPL35	Homo sapiens	mitochondrial ribosomal protein L35(MRPL35)
207063	DHRSX	Homo sapiens	dehydrogenase/reductase X-linked(DHRSX)
440854	CAPN14	Homo sapiens	calpain 14(CAPN14)
222698	NKAPL	Homo sapiens	NFKB activating protein like(NKAPL)
51322	WAC	Homo sapiens	WW domain containing adaptor with coiled-coil(WAC)
53981	CPSF2	Homo sapiens	cleavage and polyadenylation specific factor 2(CPSF2)
283600	SLC25A47	Homo sapiens	solute carrier family 25 member 47(SLC25A47)
220042	DDIAS	Homo sapiens	DNA damage induced apoptosis suppressor(DDIAS)
51324	SPG21	Homo sapiens	spastic paraplegia 21 (autosomal recessive, Mast syndrome)(SPG21)
51327	AHSP	Homo sapiens	alpha hemoglobin stabilizing protein(AHSP)
65975	STK33	Homo sapiens	serine/threonine kinase 33(STK33)
93183	PIGM	Homo sapiens	phosphatidylinositol glycan anchor biosynthesis class M(PIGM)
132949	AASDH	Homo sapiens	aminoadipate-semialdehyde dehydrogenase(AASDH)
93185	IGSF8	Homo sapiens	immunoglobulin superfamily member 8(IGSF8)
51333	ZNF771	Homo sapiens	zinc finger protein 771(ZNF771)
51332	SPTBN5	Homo sapiens	spectrin beta, non-erythrocytic 5(SPTBN5)
51335	NGRN	Homo sapiens	neugrin, neurite outgrowth associated(NGRN)
374887	YJEFN3	Homo sapiens	YjeF N-terminal domain containing 3(YJEFN3)
65980	BRD9	Homo sapiens	bromodomain containing 9(BRD9)
9200	HACD1	Homo sapiens	3-hydroxyacyl-CoA dehydratase 1(HACD1)
65982	ZSCAN18	Homo sapiens	zinc finger and SCAN domain containing 18(ZSCAN18)
64651	CSRNP1	Homo sapiens	cysteine and serine rich nuclear protein 1(CSRNP1)
65985	AACS	Homo sapiens	acetoacetyl-CoA synthetase(AACS)
9204	ZMYM6	Homo sapiens	zinc finger MYM-type containing 6(ZMYM6)
65986	ZBTB10	Homo sapiens	zinc finger and BTB domain containing 10(ZBTB10)
116028	RMI2	Homo sapiens	RecQ mediated genome instability 2(RMI2)
65989	DLK2	Homo sapiens	delta like non-canonical Notch ligand 2(DLK2)
51340	CRNKL1	Homo sapiens	crooked neck pre-mRNA splicing factor 1(CRNKL1)
221391	OPN5	Homo sapiens	opsin 5(OPN5)
89958	SAPCD2	Homo sapiens	suppressor APC domain containing 2(SAPCD2)
51341	ZBTB7A	Homo sapiens	zinc finger and BTB domain containing 7A(ZBTB7A)
100507290	znf865	Homo sapiens	zinc finger protein 865(ZNF865)
51343	FZR1	Homo sapiens	fizzy/cell division cycle 20 related 1(FZR1)
220064	ORAOV1	Homo sapiens	oral cancer overexpressed 1(ORAOV1)
51348	KLRF1	Homo sapiens	killer cell lectin like receptor F1(KLRF1)
51347	TAOK3	Homo sapiens	TAO kinase 3(TAOK3)
90933	TRIM41	Homo sapiens	tripartite motif containing 41(TRIM41)
9212	AURKB	Homo sapiens	aurora kinase B(AURKB)
9213	XPR1	Homo sapiens	xenotropic and polytropic retrovirus receptor 1(XPR1)
65991	FUNDC2	Homo sapiens	FUN14 domain containing 2(FUNDC2)
65993	MRPS34	Homo sapiens	mitochondrial ribosomal protein S34(MRPS34)
9215	LARGE1	Homo sapiens	LARGE xylosyl- and glucuronyltransferase 1(LARGE1)
51350	KRT76	Homo sapiens	keratin 76(KRT76)
89941	RHOT2	Homo sapiens	ras homolog family member T2(RHOT2)
9208	LRRFIP1	Homo sapiens	LRR binding FLII interacting protein 1(LRRFIP1)
9223	MAGI1	Homo sapiens	membrane associated guanylate kinase, WW and PDZ domain containing 1(MAGI1)
128077	LIX1L	Homo sapiens	limb and CNS expressed 1 like(LIX1L)
9221	NOLC1	Homo sapiens	nucleolar and coiled-body phosphoprotein 1(NOLC1)
9228	DLGAP2	Homo sapiens	DLG associated protein 2(DLGAP2)
130399	ACVR1C	Homo sapiens	activin A receptor type 1C(ACVR1C)
57460	PPM1H	Homo sapiens	protein phosphatase, Mg2+/Mn2+ dependent 1H(PPM1H)
56130	PCDHB6	Homo sapiens	protocadherin beta 6(PCDHB6)
57461	ISY1	Homo sapiens	ISY1 splicing factor homolog(ISY1)
10807	SDCCAG3	Homo sapiens	serologically defined colon cancer antigen 3(SDCCAG3)
56131	PCDHB4	Homo sapiens	protocadherin beta 4(PCDHB4)
57462	KIAA1161	Homo sapiens	KIAA1161(KIAA1161)
56132	PCDHB3	Homo sapiens	protocadherin beta 3(PCDHB3)
57463	AMIGO1	Homo sapiens	adhesion molecule with Ig like domain 1(AMIGO1)
257364	snx33	Homo sapiens	sorting nexin 33(SNX33)
57468	SLC12A5	Homo sapiens	solute carrier family 12 member 5(SLC12A5)
10811	NOXA1	Homo sapiens	NADPH oxidase activator 1(NOXA1)
10810	WASF3	Homo sapiens	WAS protein family member 3(WASF3)
56139	PCDHA10	Homo sapiens	protocadherin alpha 10(PCDHA10)
10813	UTP14A	Homo sapiens	UTP14A small subunit processome component(UTP14A)
56133	PCDHB2	Homo sapiens	protocadherin beta 2(PCDHB2)
57464	STRIP2	Homo sapiens	striatin interacting protein 2(STRIP2)
57465	TBC1D24	Homo sapiens	TBC1 domain family member 24(TBC1D24)
10814	CPLX2	Homo sapiens	complexin 2(CPLX2)
56135	PCDHAC1	Homo sapiens	protocadherin alpha subfamily C, 1(PCDHAC1)
57466	SCAF4	Homo sapiens	SR-related CTD associated factor 4(SCAF4)
10817	FRS3	Homo sapiens	fibroblast growth factor receptor substrate 3(FRS3)
9218	VAPA	Homo sapiens	VAMP associated protein A(VAPA)
9219	MTA2	Homo sapiens	metastasis associated 1 family member 2(MTA2)
22800	RRAS2	Homo sapiens	related RAS viral (r-ras) oncogene homolog 2(RRAS2)
113802	HENMT1	Homo sapiens	HEN1 methyltransferase homolog 1(HENMT1)
22801	ITGA11	Homo sapiens	integrin subunit alpha 11(ITGA11)
9235	IL32	Homo sapiens	interleukin 32(IL32)
22802	CLCA4	Homo sapiens	chloride channel accessory 4(CLCA4)
9232	PTTG1	Homo sapiens	pituitary tumor-transforming 1(PTTG1)
9238	TBRG4	Homo sapiens	transforming growth factor beta regulator 4(TBRG4)
9236	CCPG1	Homo sapiens	cell cycle progression 1(CCPG1)
22807	IKZF2	Homo sapiens	IKAROS family zinc finger 2(IKZF2)
10818	FRS2	Homo sapiens	fibroblast growth factor receptor substrate 2(FRS2)
166336	PRICKLE2	Homo sapiens	prickle planar cell polarity protein 2(PRICKLE2)
56143	PCDHA5	Homo sapiens	protocadherin alpha 5(PCDHA5)
9230	RAB11B	Homo sapiens	RAB11B, member RAS oncogene family(RAB11B)
83737	ITCH	Homo sapiens	itchy E3 ubiquitin protein ligase(ITCH)
9231	DLG5	Homo sapiens	discs large MAGUK scaffold protein 5(DLG5)
83744	ZNF484	Homo sapiens	zinc finger protein 484(ZNF484)
10824	DIAPH2-AS1	Homo sapiens	DIAPH2 antisense RNA 1(DIAPH2-AS1)
83741	TFAP2D	Homo sapiens	transcription factor AP-2 delta(TFAP2D)
10826	FAXDC2	Homo sapiens	fatty acid hydroxylase domain containing 2(FAXDC2)
10825	NEU3	Homo sapiens	neuraminidase 3(NEU3)
83743	GRWD1	Homo sapiens	glutamate rich WD repeat containing 1(GRWD1)
57477	SHROOM4	Homo sapiens	shroom family member 4(SHROOM4)
57478	USP31	Homo sapiens	ubiquitin specific peptidase 31(USP31)
116085	SLC22A12	Homo sapiens	solute carrier family 22 member 12(SLC22A12)
9245	GCNT3	Homo sapiens	glucosaminyl (N-acetyl) transferase 3, mucin type(GCNT3)
9244	CRLF1	Homo sapiens	cytokine receptor like factor 1(CRLF1)
9249	DHRS3	Homo sapiens	dehydrogenase/reductase 3(DHRS3)
100507249	C8orf17	Homo sapiens	chromosome 8 open reading frame 17(C8orf17)
57482	KIAA1211	Homo sapiens	KIAA1211(KIAA1211)
56154	TEX15	Homo sapiens	testis expressed 15(TEX15)
9242	MSC	Homo sapiens	musculin(MSC)
283629	TSSK4	Homo sapiens	testis specific serine kinase 4(TSSK4)
56159	TEX11	Homo sapiens	testis expressed 11(TEX11)
204851	HIPK1	Homo sapiens	homeodomain interacting protein kinase 1(HIPK1)
56155	TEX14	Homo sapiens	testis expressed 14, intercellular bridge forming factor(TEX14)
57486	NLN	Homo sapiens	neurolysin(NLN)
57488	ESYT2	Homo sapiens	extended synaptotagmin 2(ESYT2)
57489	ODF2L	Homo sapiens	outer dense fiber of sperm tails 2 like(ODF2L)
116071	BATF2	Homo sapiens	basic leucine zipper ATF-like transcription factor 2(BATF2)
9256	TSPOAP1	Homo sapiens	TSPO associated protein 1(TSPOAP1)
440829	SHISA8	Homo sapiens	shisa family member 8(SHISA8)
9254	CACNA2D2	Homo sapiens	calcium voltage-gated channel auxiliary subunit alpha2delta 2(CACNA2D2)
9255	AIMP1	Homo sapiens	aminoacyl tRNA synthetase complex interacting multifunctional protein 1(AIMP1)
9258	MFHAS1	Homo sapiens	malignant fibrous histiocytoma amplified sequence 1(MFHAS1)
57493	HEG1	Homo sapiens	heart development protein with EGF like domains 1(HEG1)
57494	RIMKLB	Homo sapiens	ribosomal modification protein rimK like family member B(RIMKLB)
167691	LCA5	Homo sapiens	LCA5, lebercilin(LCA5)
9252	RPS6KA5	Homo sapiens	ribosomal protein S6 kinase A5(RPS6KA5)
83759	RBM4B	Homo sapiens	RNA binding motif protein 4B(RBM4B)
56160	NSMCE3	Homo sapiens	NSE3 homolog, SMC5-SMC6 complex component(NSMCE3)
57491	AHRR	Homo sapiens	aryl-hydrocarbon receptor repressor(AHRR)
10800	CYSLTR1	Homo sapiens	cysteinyl leukotriene receptor 1(CYSLTR1)
10802	sec24a	Homo sapiens	SEC24 homolog A, COPII coat complex component(SEC24A)
10801	SEPT9	Homo sapiens	septin 9(SEPT9)
10804	GJB6	Homo sapiens	gap junction protein beta 6(GJB6)
116068	LYSMD3	Homo sapiens	LysM domain containing 3(LYSMD3)
57498	KIDINS220	Homo sapiens	kinase D-interacting substrate 220kDa(KIDINS220)
10806	SDCCAG8	Homo sapiens	serologically defined colon cancer antigen 8(SDCCAG8)
56169	GSDMC	Homo sapiens	gasdermin C(GSDMC)
9267	CYTH1	Homo sapiens	cytohesin 1(CYTH1)
9260	PDLIM7	Homo sapiens	PDZ and LIM domain 7(PDLIM7)
9263	STK17A	Homo sapiens	serine/threonine kinase 17a(STK17A)
56171	DNAH7	Homo sapiens	dynein axonemal heavy chain 7(DNAH7)
9261	MAPKAPK2	Homo sapiens	mitogen-activated protein kinase-activated protein kinase 2(MAPKAPK2)
56172	ANKH	Homo sapiens	ANKH inorganic pyrophosphate transport regulator(ANKH)
9262	STK17B	Homo sapiens	serine/threonine kinase 17b(STK17B)
143662	MUC15	Homo sapiens	mucin 15, cell surface associated(MUC15)
26353	HSPB8	Homo sapiens	heat shock protein family B (small) member 8(HSPB8)
83795	KCNK16	Homo sapiens	potassium two pore domain channel subfamily K member 16(KCNK16)
26355	FAM162A	Homo sapiens	family with sequence similarity 162 member A(FAM162A)
26354	GNL3	Homo sapiens	G protein nucleolar 3(GNL3)
53904	MYO3A	Homo sapiens	myosin IIIA(MYO3A)
9278	ZBTB22	Homo sapiens	zinc finger and BTB domain containing 22(ZBTB22)
53905	DUOX1	Homo sapiens	dual oxidase 1(DUOX1)
9276	COPB2	Homo sapiens	coatomer protein complex subunit beta 2(COPB2)
9277	WDR46	Homo sapiens	WD repeat domain 46(WDR46)
154313	CFAP206	Homo sapiens	cilia and flagella associated protein 206(CFAP206)
93107	KCNG4	Homo sapiens	potassium voltage-gated channel modifier subfamily G member 4(KCNG4)
9271	PIWIL1	Homo sapiens	piwi like RNA-mediated gene silencing 1(PIWIL1)
56180	MOSPD1	Homo sapiens	motile sperm domain containing 1(MOSPD1)
93100	NAPRT	Homo sapiens	nicotinate phosphoribosyltransferase(NAPRT)
203547	VMA21	Homo sapiens	VMA21 vacuolar H+-ATPase homolog (S. cerevisiae)(VMA21)
56181	MTFR1L	Homo sapiens	mitochondrial fission regulator 1 like(MTFR1L)
83787	ARMC10	Homo sapiens	armadillo repeat containing 10(ARMC10)
53918	PELO	Homo sapiens	pelota homolog (Drosophila)(PELO)
9289	ADGRG1	Homo sapiens	adhesion G protein-coupled receptor G1(ADGRG1)
113835	ZNF257	Homo sapiens	zinc finger protein 257(ZNF257)
53919	SLCO1C1	Homo sapiens	solute carrier organic anion transporter family member 1C1(SLCO1C1)
53917	RAB24	Homo sapiens	RAB24, member RAS oncogene family(RAB24)
9288	TAAR3	Homo sapiens	trace amine associated receptor 3 (gene/pseudogene)(TAAR3)
28998	MRPL13	Homo sapiens	mitochondrial ribosomal protein L13(MRPL13)
9282	MED14	Homo sapiens	mediator complex subunit 14(MED14)
28999	KLF15	Homo sapiens	Kruppel like factor 15(KLF15)
26338	OR5L2	Homo sapiens	olfactory receptor family 5 subfamily L member 2(OR5L2)
9283	GPR37L1	Homo sapiens	G protein-coupled receptor 37 like 1(GPR37L1)
26330	GAPDHS	Homo sapiens	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic(GAPDHS)
143689	PIWIL4	Homo sapiens	piwi like RNA-mediated gene silencing 4(PIWIL4)
28992	MACROD1	Homo sapiens	MACRO domain containing 1(MACROD1)
143686	SESN3	Homo sapiens	sestrin 3(SESN3)
284996	RNF149	Homo sapiens	ring finger protein 149(RNF149)
9293	GPR52	Homo sapiens	G protein-coupled receptor 52(GPR52)
257397	TAB3	Homo sapiens	TGF-beta activated kinase 1/MAP3K7 binding protein 3(TAB3)
113828	FAM83F	Homo sapiens	family with sequence similarity 83 member F(FAM83F)
9294	S1PR2	Homo sapiens	sphingosine-1-phosphate receptor 2(S1PR2)
9295	SRSF11	Homo sapiens	serine and arginine rich splicing factor 11(SRSF11)
202243	CCDC125	Homo sapiens	coiled-coil domain containing 125(CCDC125)
22998	LIMCH1	Homo sapiens	LIM and calponin homology domains 1(LIMCH1)
83903	GSG2	Homo sapiens	germ cell associated 2, haspin(GSG2)
22994	CEP131	Homo sapiens	centrosomal protein 131(CEP131)
22995	CEP152	Homo sapiens	centrosomal protein 152(CEP152)
57623	ZFAT	Homo sapiens	zinc finger and AT-hook domain containing(ZFAT)
253832	ZDHHC20	Homo sapiens	zinc finger DHHC-type containing 20(ZDHHC20)
57620	STIM2	Homo sapiens	stromal interaction molecule 2(STIM2)
57621	ZBTB2	Homo sapiens	zinc finger and BTB domain containing 2(ZBTB2)
57626	KLHL1	Homo sapiens	kelch like family member 1(KLHL1)
57628	DPP10	Homo sapiens	dipeptidyl peptidase like 10(DPP10)
353219	KAAG1	Homo sapiens	kidney associated antigen 1(KAAG1)
729230	CCR2	Homo sapiens	C-C motif chemokine receptor 2(CCR2)
5706	PSMC6	Homo sapiens	proteasome 26S subunit, ATPase 6(PSMC6)
56302	TRPV5	Homo sapiens	transient receptor potential cation channel subfamily V member 5(TRPV5)
5707	PSMD1	Homo sapiens	proteasome 26S subunit, non-ATPase 1(PSMD1)
57634	EP400	Homo sapiens	E1A binding protein p400(EP400)
83901	KRTAP9-8	Homo sapiens	keratin associated protein 9-8(KRTAP9-8)
5708	PSMD2	Homo sapiens	proteasome 26S subunit, non-ATPase 2(PSMD2)
5709	PSMD3	Homo sapiens	proteasome 26S subunit, non-ATPase 3(PSMD3)
57630	SH3RF1	Homo sapiens	SH3 domain containing ring finger 1(SH3RF1)
56300	IL36G	Homo sapiens	interleukin 36, gamma(IL36G)
56301	SLC7A10	Homo sapiens	solute carrier family 7 member 10(SLC7A10)
5700	PSMC1	Homo sapiens	proteasome 26S subunit, ATPase 1(PSMC1)
5701	PSMC2	Homo sapiens	proteasome 26S subunit, ATPase 2(PSMC2)
5702	PSMC3	Homo sapiens	proteasome 26S subunit, ATPase 3(PSMC3)
5704	PSMC4	Homo sapiens	proteasome 26S subunit, ATPase 4(PSMC4)
5705	PSMC5	Homo sapiens	proteasome 26S subunit, ATPase 5(PSMC5)
22976	PAXIP1	Homo sapiens	PAX interacting protein 1(PAXIP1)
22977	AKR7A3	Homo sapiens	aldo-keto reductase family 7 member A3(AKR7A3)
22978	NT5C2	Homo sapiens	5'-nucleotidase, cytosolic II(NT5C2)
100289635	znf605	Homo sapiens	zinc finger protein 605(ZNF605)
22974	TPX2	Homo sapiens	TPX2, microtubule nucleation factor(TPX2)
83932	SPRTN	Homo sapiens	SprT-like N-terminal domain(SPRTN)
10998	SLC27A5	Homo sapiens	solute carrier family 27 member 5(SLC27A5)
5718	PSMD12	Homo sapiens	proteasome 26S subunit, non-ATPase 12(PSMD12)
5719	PSMD13	Homo sapiens	proteasome 26S subunit, non-ATPase 13(PSMD13)
57646	USP28	Homo sapiens	ubiquitin specific peptidase 28(USP28)
342527	SMTNL2	Homo sapiens	smoothelin like 2(SMTNL2)
83933	HDAC10	Homo sapiens	histone deacetylase 10(HDAC10)
57647	dhx37	Homo sapiens	DEAH-box helicase 37(DHX37)
124404	SEPT12	Homo sapiens	septin 12(SEPT12)
10999	SLC27A4	Homo sapiens	solute carrier family 27 member 4(SLC27A4)
83930	STARD3NL	Homo sapiens	STARD3 N-terminal like(STARD3NL)
10990	LILRB5	Homo sapiens	leukocyte immunoglobulin like receptor B5(LILRB5)
5710	PSMD4	Homo sapiens	proteasome 26S subunit, non-ATPase 4(PSMD4)
10992	SF3B2	Homo sapiens	splicing factor 3b subunit 2(SF3B2)
135112	NCOA7	Homo sapiens	nuclear receptor coactivator 7(NCOA7)
10991	SLC38A3	Homo sapiens	solute carrier family 38 member 3(SLC38A3)
5713	PSMD7	Homo sapiens	proteasome 26S subunit, non-ATPase 7(PSMD7)
57648	KIAA1522	Homo sapiens	KIAA1522(KIAA1522)
10994	ILVBL	Homo sapiens	ilvB acetolactate synthase like(ILVBL)
5714	PSMD8	Homo sapiens	proteasome 26S subunit, non-ATPase 8(PSMD8)
57649	PHF12	Homo sapiens	PHD finger protein 12(PHF12)
10993	SDS	Homo sapiens	serine dehydratase(SDS)
5715	PSMD9	Homo sapiens	proteasome 26S subunit, non-ATPase 9(PSMD9)
5716	PSMD10	Homo sapiens	proteasome 26S subunit, non-ATPase 10(PSMD10)
5730	PTGDS	Homo sapiens	prostaglandin D2 synthase(PTGDS)
22983	MAST1	Homo sapiens	microtubule associated serine/threonine kinase 1(MAST1)
22984	PDCD11	Homo sapiens	programmed cell death 11(PDCD11)
22985	ACIN1	Homo sapiens	apoptotic chromatin condensation inducer 1(ACIN1)
22986	SORCS3	Homo sapiens	sortilin related VPS10 domain containing receptor 3(SORCS3)
5728	PTEN	Homo sapiens	phosphatase and tensin homolog(PTEN)
5729	PTGDR	Homo sapiens	prostaglandin D2 receptor(PTGDR)
57657	HCN3	Homo sapiens	hyperpolarization activated cyclic nucleotide gated potassium channel 3(HCN3)
57658	CALCOCO1	Homo sapiens	calcium binding and coiled-coil domain 1(CALCOCO1)
58985	IL22RA1	Homo sapiens	interleukin 22 receptor subunit alpha 1(IL22RA1)
253827	MSRB3	Homo sapiens	methionine sulfoxide reductase B3(MSRB3)
5723	PSPH	Homo sapiens	phosphoserine phosphatase(PSPH)
5724	ptafr	Homo sapiens	platelet activating factor receptor(PTAFR)
644815	FAM83G	Homo sapiens	family with sequence similarity 83 member G(FAM83G)
57659	ZBTB4	Homo sapiens	zinc finger and BTB domain containing 4(ZBTB4)
5725	PTBP1	Homo sapiens	polypyrimidine tract binding protein 1(PTBP1)
22954	TRIM32	Homo sapiens	tripartite motif containing 32(TRIM32)
22955	SCMH1	Homo sapiens	sex comb on midleg homolog 1 (Drosophila)(SCMH1)
154288	KHDC3L	Homo sapiens	KH domain containing 3 like, subcortical maternal complex member(KHDC3L)
112487	DTD2	Homo sapiens	D-tyrosyl-tRNA deacylase 2 (putative)(DTD2)
22953	P2RX2	Homo sapiens	purinergic receptor P2X 2(P2RX2)
5739	PTGIR	Homo sapiens	prostaglandin I2 (prostacyclin) receptor (IP)(PTGIR)
55003	PAK1IP1	Homo sapiens	PAK1 interacting protein 1(PAK1IP1)
10975	UQCR11	Homo sapiens	ubiquinol-cytochrome c reductase, complex III subunit XI(UQCR11)
10978	CLP1	Homo sapiens	cleavage and polyadenylation factor I subunit 1(CLP1)
57669	EPB41L5	Homo sapiens	erythrocyte membrane protein band 4.1 like 5(EPB41L5)
57662	CAMSAP3	Homo sapiens	calmodulin regulated spectrin associated protein family member 3(CAMSAP3)
55006	trmt61b	Homo sapiens	tRNA methyltransferase 61B(TRMT61B)
10979	FERMT2	Homo sapiens	fermitin family member 2(FERMT2)
55005	RMND1	Homo sapiens	required for meiotic nuclear division 1 homolog(RMND1)
57664	PLEKHA4	Homo sapiens	pleckstrin homology domain containing A4(PLEKHA4)
55004	LAMTOR1	Homo sapiens	late endosomal/lysosomal adaptor, MAPK and MTOR activator 1(LAMTOR1)
5731	PTGER1	Homo sapiens	prostaglandin E receptor 1(PTGER1)
5732	PTGER2	Homo sapiens	prostaglandin E receptor 2(PTGER2)
112495	GTF3C6	Homo sapiens	general transcription factor IIIC subunit 6(GTF3C6)
10970	CKAP4	Homo sapiens	cytoskeleton associated protein 4(CKAP4)
5734	PTGER4	Homo sapiens	prostaglandin E receptor 4(PTGER4)
55008	HERC6	Homo sapiens	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6(HERC6)
10971	YWHAQ	Homo sapiens	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta(YWHAQ)
5737	PTGFR	Homo sapiens	prostaglandin F receptor(PTGFR)
10974	ADIRF	Homo sapiens	adipogenesis regulatory factor(ADIRF)
5738	PTGFRN	Homo sapiens	prostaglandin F2 receptor inhibitor(PTGFRN)
10973	ASCC3	Homo sapiens	activating signal cointegrator 1 complex subunit 3(ASCC3)
112479	ERI2	Homo sapiens	ERI1 exoribonuclease family member 2(ERI2)
83939	EIF2A	Homo sapiens	eukaryotic translation initiation factor 2A(EIF2A)
55010	PARPBP	Homo sapiens	PARP1 binding protein(PARPBP)
83938	c10orf11	Homo sapiens	chromosome 10 open reading frame 11(C10orf11)
55014	STX17	Homo sapiens	syntaxin 17(STX17)
57677	ZFP14	Homo sapiens	ZFP14 zinc finger protein(ZFP14)
10987	COPS5	Homo sapiens	COP9 signalosome subunit 5(COPS5)
83942	TSSK1B	Homo sapiens	testis specific serine kinase 1B(TSSK1B)
55012	PPP2R3C	Homo sapiens	protein phosphatase 2 regulatory subunit B''gamma(PPP2R3C)
10989	IMMT	Homo sapiens	inner membrane mitochondrial protein(IMMT)
55011	PIH1D1	Homo sapiens	PIH1 domain containing 1(PIH1D1)
10988	METAP2	Homo sapiens	methionyl aminopeptidase 2(METAP2)
57673	BEND3	Homo sapiens	BEN domain containing 3(BEND3)
55016	MARCH1	Homo sapiens	membrane associated ring-CH-type finger 1(MARCH1)
56344	CABP5	Homo sapiens	calcium binding protein 5(CABP5)
124454	EARS2	Homo sapiens	glutamyl-tRNA synthetase 2, mitochondrial(EARS2)
5742	PTGS1	Homo sapiens	prostaglandin-endoperoxide synthase 1(PTGS1)
5743	PTGS2	Homo sapiens	prostaglandin-endoperoxide synthase 2(PTGS2)
5744	PTHLH	Homo sapiens	parathyroid hormone like hormone(PTHLH)
